0.009	-0.08	
0.01	-0.03	
0.02	-0.03	
0.02	-0.03	
0.03	-0.03	
0.03	-0.07	
0.04	-0.01	
0.06	-0.08	
0.08	-0.03	
0.1	-0.09	
0.13	-0.03	
0.17	-0.09	
0.22	-0.01	
0.29	-0.02	
0.38	-0.08	
0.5	-0.1	
0.66	-0.05	
0.86	-0.1	
1.12	-0.03	
1.47	-0.08	
1.92	-0.07	
2.51	-0.06	
3.29	-0.09	
4.3	-0.12	
5.62	-0.16	
7.35	-0.17	
9.61	-0.18	
12.56	-0.2	
16.43	-0.22	
21.48	-0.24	
28.09	-0.29	
36.73	-0.33	
48.03	-0.36	
62.81	-0.41	
82.13	-0.47	
107.39	-0.53	
140.43	-0.6	
196.36	-0.7	
240.11	-0.77	
313.97	-0.88	
410.55	-1	
536.84	-1.14	
701.98	-1.31	
917.92	-1.52	
1200.3	-1.71	
1569.5	-1.96	
2052.3	-2.24	
2683.6	-2.58	
3509.1	-2.97	
4588.5	-3.5	
6000	-4.13	
