0.009	-0.06	
0.01	-0.07	
0.02	-0.06	
0.02	-0.08	
0.03	-0.07	
0.03	-0.06	
0.04	-0.09	
0.06	-0.09	
0.08	-0.08	
0.1	-0.09	
0.13	-0.1	
0.17	-0.1	
0.22	-0.11	
0.29	-0.11	
0.38	-0.12	
0.5	-0.12	
0.66	-0.13	
0.86	-0.14	
1.12	-0.15	
1.47	-0.16	
1.92	-0.18	
2.51	-0.2	
3.29	-0.22	
4.3	-0.24	
5.62	-0.27	
7.35	-0.3	
9.61	-0.33	
12.56	-0.37	
16.43	-0.41	
21.48	-0.46	
28.09	-0.51	
36.73	-0.58	
48.03	-0.65	
62.81	-0.74	
82.13	-0.83	
107.39	-0.94	
140.43	-1.07	
196.36	-1.27	
240.11	-1.39	
313.97	-1.57	
410.55	-1.79	
536.84	-2.05	
701.98	-2.35	
917.92	-2.67	
1200.3	-3.08	
1569.5	-3.53	
2052.3	-4.09	
2683.6	-4.7	
3509.1	-5.47	
4588.5	-6.37	
6000	-7.56	
