0.009	-0.01	
0.01	-0.02	
0.02	0	
0.02	-0.02	
0.03	-0.02	
0.03	-0.01	
0.04	-0.01	
0.06	0	
0.08	0	
0.1	-0.01	
0.13	-0.01	
0.17	-0.02	
0.22	0	
0.29	0	
0.38	0	
0.5	-0.01	
0.66	-0.01	
0.86	-0.01	
1.12	0	
1.47	0	
1.92	0	
2.51	0	
3.29	-0.01	
4.3	-0.02	
5.62	-0.01	
7.35	-0.02	
9.61	-0.02	
12.56	-0.02	
16.43	-0.03	
21.48	-0.03	
28.09	-0.03	
36.73	-0.04	
48.03	-0.05	
62.81	-0.06	
82.13	-0.06	
107.39	-0.06	
140.43	-0.08	
196.36	-0.09	
240.11	-0.09	
313.97	-0.13	
410.55	-0.14	
536.84	-0.17	
701.98	-0.22	
917.92	-0.27	
1200.3	-0.31	
1569.5	-0.35	
2052.3	-0.46	
2683.6	-0.55	
3509.1	-0.59	
4588.5	-0.87	
6000	-1.04	
