0.1	26.07	
0.12	26.46	
0.15	26.73	
0.18	27.06	
0.21	27.58	
0.26	27.64	
0.31	27.71	
0.38	27.79	
0.46	27.89	
0.55	27.97	
0.66	27.98	
0.8	28.02	
0.97	28.02	
1.17	28.05	
1.42	28.06	
1.71	28.05	
2.07	28.07	
2.5	28.07	
3.03	28.06	
3.66	28.07	
4.42	28.07	
5.34	28.07	
6.46	28.07	
7.81	28.07	
9.43	28.06	
11.4	28.06	
13.78	28.06	
16.65	28.05	
20.13	28.05	
24.33	28.04	
29.4	28.02	
35.53	28	
42.95	28	
51.9	27.99	
62.73	27.97	
75.82	27.94	
91.63	27.91	
116.11	27.83	
133.84	27.78	
161.76	27.65	
195.5	27.47	
236.28	27.28	
285.57	27.19	
345.14	27.52	
417.1	28.15	
504.1	28.65	
609.3	28.81	
736.4	28.7	
890	28.38	
1075.6	27.96	
1300	27.32	
