0.009	-0.01	
0.01	0	
0.02	-0.02	
0.02	0	
0.03	-0.02	
0.03	0	
0.04	-0.01	
0.06	-0.02	
0.08	-0.01	
0.1	-0.01	
0.13	-0.01	
0.17	0	
0.22	-0.02	
0.29	-0.01	
0.38	-0.02	
0.5	-0.01	
0.66	0	
0.86	-0.02	
1.12	-0.01	
1.47	-0.02	
1.92	-0.02	
2.51	-0.03	
3.29	-0.02	
4.3	-0.03	
5.62	-0.03	
7.35	-0.04	
9.61	-0.06	
12.56	-0.05	
16.43	-0.06	
21.48	-0.08	
28.09	-0.07	
36.73	-0.08	
48.03	-0.1	
62.81	-0.12	
82.13	-0.16	
107.39	-0.17	
140.43	-0.19	
196.36	-0.22	
240.11	-0.24	
313.97	-0.3	
410.55	-0.34	
536.84	-0.39	
701.98	-0.48	
917.92	-0.54	
1200.3	-0.64	
1569.5	-0.74	
2052.3	-0.92	
2683.6	-1.06	
3509.1	-1.24	
4588.5	-1.57	
6000	-2.16	
