0.009	0	
1	-0.1	
2	-0.1	
3	0	
4	-0.1	
5	0	
6	-0.1	
7	-0.1	
8	-0.1	
9	-0.1	
10	-0.1	
10	-0.1	
10	-0.1	
20	-0.2	
30	-0.2	
40	-0.2	
50	-0.2	
60	-0.2	
70	-0.2	
80	-0.1	
90	-0.2	
100	-0.2	
100	-0.3	
100	-0.3	
200	-0.3	
300	-0.4	
400	-0.5	
500	-0.5	
600	-0.6	
700	-0.7	
800	-0.7	
900	-0.8	
1000	-0.8	
1100	-0.9	
1200	-1	
1300	-1	
1400	-1.2	
1500	-1.3	
1600	-1.4	
1700	-1.4	
1800	-1.4	
1900	-1.5	
2000	-1.6	
2000	-1.6	
3000	-1.7	
4000	-2.4	
5000	-3.2	
6000	-3.6	
