0.009	0.00819304	
0.00953831	0.0393548	
0.0101088	-0.0165285	
0.0107134	0.0191928	
0.0113542	0.00879398	
0.0120333	0.00797936	
0.0127531	-0.0269594	
0.0135159	0.0141921	
0.0143243	-0.0127884	
0.015181	0.0248772	
0.016089	-0.00023262	
0.0170514	0.00662123	
0.0180712	-0.00612551	
0.0191521	-0.00708563	
0.0202976	0.0198609	
0.0215117	-0.0100084	
0.0227983	-0.0245999	
0.0241619	0.0116173	
0.0256071	0.00934594	
0.0271387	0.0038717	
0.0287619	-0.0326525	
0.0304823	0.0131136	
0.0323055	-0.0026408	
0.0342377	-0.00852798	
0.0362855	0.0208432	
0.0384558	0.0138449	
0.0407559	0.02283	
0.0431936	-0.0154381	
0.0457771	0.00511926	
0.0485151	0.0210307	
0.0514169	0.0143523	
0.0544923	0.0223865	
0.0577516	0.000208333	
0.0612058	-0.027841	
0.0648666	-0.00755306	
0.0687464	-0.00121667	
0.0728583	-0.0119513	
0.0772161	-0.00232048	
0.0818345	-0.000603949	
0.0867292	-0.00104705	
0.0919166	-0.0135806	
0.0974143	-0.00555015	
0.103241	-0.0139991	
0.109416	0.0054341	
0.11596	-0.00696685	
0.122896	-2.30729e-005	
0.130247	-0.00536661	
0.138037	-0.000843263	
0.146293	-0.0108535	
0.155043	0.00692753	
0.164317	-0.00244398	
0.174145	-0.0100232	
0.184561	-0.00618778	
0.1956	-0.0121664	
0.207299	0.00929122	
0.219698	-0.00521261	
0.232838	-0.00196001	
0.246765	-0.000778241	
0.261524	0.00845723	
0.277167	-0.00724861	
0.293745	-0.0208674	
0.311314	-0.00955343	
0.329934	0.00230642	
0.349668	-0.00851436	
0.370582	-0.0339672	
0.392748	-0.000707395	
0.416239	0.000911195	
0.441135	-0.00766431	
0.46752	-0.00113833	
0.495483	-0.0035583	
0.525119	-0.0270475	
0.556527	-0.0185167	
0.589814	-0.00469512	
0.625092	-0.00636245	
0.66248	-0.0102122	
0.702104	-0.0157852	
0.744098	-0.0293383	
0.788604	-0.0265293	
0.835772	-0.0269635	
0.885761	-0.0316752	
0.93874	-0.0100026	
0.994888	-0.022918	
1.05439	-0.0270501	
1.11746	-0.0205787	
1.1843	-0.0149223	
1.25513	-0.0204492	
1.3302	-0.0271371	
1.40977	-0.0281856	
1.49409	-0.0171001	
1.58345	-0.0155436	
1.67816	-0.0161216	
1.77853	-0.0279461	
1.88491	-0.0238997	
1.99765	-0.0208623	
2.11713	-0.0275501	
2.24376	-0.0280835	
2.37797	-0.0371475	
2.5202	-0.0350784	
2.67094	-0.0309177	
2.83069	-0.0279594	
3	-0.0281495	
3.17944	-0.0355943	
3.3696	-0.03848	
3.57115	-0.047701	
3.78474	-0.0328279	
4.01112	-0.0472672	
4.25103	-0.03776	
4.50529	-0.0546268	
4.77476	-0.0356674	
5.06035	-0.0479156	
5.36302	-0.0480256	
5.68379	-0.0568512	
6.02375	-0.0482758	
6.38404	-0.0449274	
6.76588	-0.0523174	
7.17056	-0.0577127	
7.59944	-0.0684289	
8.05398	-0.0679427	
8.53571	-0.0723908	
9.04624	-0.0692458	
9.58732	-0.0713727	
10.1608	-0.0695141	
10.7685	-0.0781058	
11.4126	-0.0816968	
12.0952	-0.0788663	
12.8186	-0.0812558	
13.5853	-0.0839947	
14.3979	-0.0802561	
15.259	-0.0882278	
16.1717	-0.0896153	
17.139	-0.0866335	
18.1641	-0.0890218	
19.2505	-0.0971608	
20.4019	-0.101586	
21.6222	-0.0994057	
22.9155	-0.101346	
24.2861	-0.1128	
25.7387	-0.104926	
27.2782	-0.116346	
28.9097	-0.11452	
30.6389	-0.126226	
32.4714	-0.14207	
34.4136	-0.14394	
36.472	-0.150646	
38.6534	-0.150702	
40.9654	-0.14916	
43.4156	-0.154729	
46.0123	-0.174834	
48.7644	-0.17598	
51.6811	-0.185217	
54.7723	-0.196089	
58.0483	-0.201687	
61.5203	-0.211715	
65.1999	-0.216347	
69.0996	-0.21924	
73.2326	-0.22732	
77.6128	-0.22705	
82.255	-0.242917	
87.1748	-0.261519	
92.3889	-0.269345	
97.9148	-0.269489	
103.771	-0.290877	
109.978	-0.3011	
116.556	-0.309643	
123.527	-0.316608	
130.916	-0.343188	
138.746	-0.356008	
147.045	-0.366573	
155.84	-0.378572	
165.161	-0.388853	
175.04	-0.402376	
185.509	-0.425444	
196.605	-0.441652	
208.364	-0.461025	
220.827	-0.471275	
234.035	-0.492167	
248.033	-0.506604	
262.868	-0.530175	
278.591	-0.545201	
295.254	-0.563397	
312.913	-0.598024	
331.629	-0.620405	
351.465	-0.636974	
372.487	-0.658614	
394.766	-0.699496	
418.377	-0.730158	
443.401	-0.75938	
469.922	-0.793864	
498.029	-0.810696	
527.817	-0.855571	
559.387	-0.887182	
592.845	-0.940302	
628.304	-0.967206	
665.884	-1.00643	
705.712	-1.03923	
747.922	-1.09653	
792.656	-1.13927	
840.066	-1.18724	
890.312	-1.26298	
943.564	-1.30541	
1000	-1.34155	
