0.1	23.25	
0.11	23.57	
0.13	23.98	
0.17	24.44	
0.21	24.79	
0.27	24.95	
0.34	24.91	
0.43	25.04	
0.55	25.12	
0.69	25.2	
0.88	25.18	
1.11	25.19	
1.41	25.21	
1.78	25.23	
2.25	25.2	
2.85	25.22	
3.61	25.22	
4.56	25.21	
5.77	25.21	
7.31	25.21	
9.25	25.2	
11.7	25.2	
14.81	25.2	
18.75	25.18	
23.72	25.17	
30.02	25.17	
38	25.17	
48.09	25.15	
64.55	25.13	
77.02	25.11	
97.47	25.05	
123.35	24.97	
156.11	24.82	
197.57	24.6	
250.03	24.38	
316.4	24.51	
400.5	25.23	
506.8	25.82	
641.4	25.95	
811.7	25.8	
1027.2	25.49	
1300	25.1	
