0.009	-0.04	
0.01	-0.01	
0.02	-0.01	
0.02	-0.02	
0.03	-0.02	
0.03	-0.01	
0.04	-0.03	
0.06	-0.04	
0.08	0	
0.1	-0.04	
0.13	-0.02	
0.17	-0.01	
0.22	-0.01	
0.29	-0.02	
0.38	-0.07	
0.5	0	
0.66	-0.01	
0.86	-0.04	
1.12	-0.01	
1.47	-0.02	
1.92	-0.01	
2.51	-0.01	
3.29	-0.01	
4.3	-0.01	
5.62	-0.02	
7.35	-0.03	
9.61	-0.04	
12.56	-0.04	
16.43	-0.04	
21.48	-0.04	
28.09	-0.06	
36.73	-0.07	
48.03	-0.06	
62.81	-0.07	
82.13	-0.09	
107.39	-0.1	
140.43	-0.11	
196.36	-0.14	
240.11	-0.15	
313.97	-0.17	
410.55	-0.19	
536.84	-0.21	
701.98	-0.26	
917.92	-0.3	
1200.3	-0.34	
1569.5	-0.38	
2052.3	-0.43	
2683.6	-0.51	
3509.1	-0.57	
4588.5	-0.66	
6000	-0.83	
