0.1	26.2741	
0.10485	26.506	
0.109936	26.5104	
0.115268	26.4963	
0.120859	26.9635	
0.126721	26.3178	
0.132867	26.7439	
0.139312	26.3624	
0.146069	26.9297	
0.153154	26.51	
0.160582	27.0744	
0.168371	27.2776	
0.176537	27.0171	
0.1851	27.1855	
0.194078	27.2627	
0.203491	27.7616	
0.213361	27.669	
0.22371	27.8054	
0.234561	27.5522	
0.245937	27.9221	
0.257866	27.7844	
0.270373	27.2487	
0.283487	27.5603	
0.297237	27.7942	
0.311654	28.077	
0.326771	27.3792	
0.34262	27.2903	
0.359238	27.9805	
0.376662	28.1054	
0.394932	27.9558	
0.414087	27.8745	
0.434171	27.9651	
0.45523	27.9534	
0.47731	28.103	
0.500461	27.8576	
0.524735	27.9302	
0.550186	28.0263	
0.576872	27.9388	
0.604852	27.9702	
0.634189	28.3577	
0.66495	27.8349	
0.697202	28.1951	
0.731018	27.8905	
0.766475	27.8388	
0.803651	28.0212	
0.842631	28.1102	
0.883501	28.122	
0.926353	28.1692	
0.971284	28.0621	
1.01839	28.0988	
1.06779	28.0522	
1.11958	28.2021	
1.17388	28.0762	
1.23082	28.1227	
1.29052	28.1896	
1.35311	28.0359	
1.41874	28.09	
1.48756	28.0421	
1.55971	28.0915	
1.63536	28.1286	
1.71468	28.0577	
1.79785	28.0865	
1.88505	28.0903	
1.97648	28.084	
2.07234	28.111	
2.17286	28.0798	
2.27825	28.1785	
2.38875	28.1389	
2.50461	28.1144	
2.6261	28.14	
2.75347	28.1527	
2.88702	28.1566	
3.02705	28.1027	
3.17387	28.0845	
3.32781	28.1549	
3.48922	28.129	
3.65846	28.0988	
3.83591	28.1127	
4.02196	28.1206	
4.21704	28.1485	
4.42158	28.1234	
4.63604	28.1619	
4.8609	28.1316	
5.09667	28.1282	
5.34387	28.1072	
5.60307	28.1218	
5.87483	28.1266	
6.15978	28.1279	
6.45855	28.1153	
6.77181	28.1141	
7.10026	28.1118	
7.44465	28.1262	
7.80574	28.1145	
8.18434	28.1208	
8.58131	28.1051	
8.99753	28.1103	
9.43393	28.1198	
9.89151	28.1138	
10.3713	28.1114	
10.8743	28.1045	
11.4018	28.1118	
11.9548	28.1147	
12.5346	28.1112	
13.1426	28.115	
13.78	28.1155	
14.4484	28.1222	
15.1492	28.099	
15.884	28.1027	
16.6544	28.1061	
17.4622	28.099	
18.3092	28.1007	
19.1972	28.1076	
20.1284	28.1028	
21.1046	28.1144	
22.1283	28.1041	
23.2016	28.105	
24.3269	28.0958	
25.5069	28.099	
26.744	28.0905	
28.0412	28.096	
29.4013	28.0919	
30.8273	28.0843	
32.3225	28.083	
33.8903	28.086	
35.5341	28.0811	
37.2576	28.0727	
39.0647	28.0722	
40.9594	28.068	
42.9461	28.0661	
45.0291	28.0624	
47.2132	28.0608	
49.5032	28.061	
51.9042	28.0497	
54.4217	28.0469	
57.0614	28.0479	
59.829	28.0415	
62.7309	28.0365	
65.7735	28.0274	
68.9638	28.0291	
72.3087	28.0158	
75.8159	28.0066	
79.4932	27.994	
83.3489	27.9913	
87.3916	27.9745	
91.6303	27.9595	
96.0747	27.9541	
100.735	27.9358	
105.621	27.9208	
110.743	27.9012	
116.115	27.8899	
121.747	27.8665	
127.652	27.8469	
133.843	27.8165	
140.335	27.7954	
147.142	27.7631	
154.279	27.7317	
161.762	27.7013	
169.608	27.6649	
177.834	27.6183	
186.46	27.5726	
195.504	27.5238	
204.986	27.4818	
214.929	27.434	
225.353	27.3809	
236.284	27.3282	
247.744	27.2908	
259.76	27.2649	
272.36	27.2507	
285.57	27.2517	
299.421	27.2882	
313.944	27.3564	
329.171	27.4465	
345.137	27.5675	
361.877	27.7189	
379.429	27.8823	
397.833	28.05	
417.129	28.2216	
437.361	28.3637	
458.574	28.4984	
480.816	28.6146	
504.138	28.6994	
528.59	28.7715	
554.228	28.8153	
581.11	28.8524	
609.295	28.8594	
638.848	28.8568	
669.834	28.8353	
702.323	28.8196	
736.388	28.7527	
772.105	28.6923	
809.555	28.6078	
848.821	28.5164	
889.991	28.4162	
933.158	28.314	
978.419	28.1991	
1025.88	28.1033	
1075.63	27.9856	
1127.81	27.8591	
1182.51	27.7166	
1239.86	27.5283	
1300	27.2899	
